transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,channel,is_fraud,year,month,day,dayofweek,hour
200181,354,1,2738,14044,0,0,2025,8,11,0,15
200182,200,1,593,240547,0,0,2025,8,11,0,7
200183,109,1,554,3622,0,0,2025,8,12,1,0
200184,767,0,2919,4711,1,0,2025,8,17,6,20
200185,283,1,1829,169114,3,0,2025,8,12,1,12
200186,576,1,2187,8286,2,0,2025,8,19,1,14
200187,739,1,2242,12027,1,0,2025,8,18,0,6
200188,544,1,992,16410,3,0,2025,8,23,5,5
200189,707,1,2994,6519,3,0,2025,8,12,1,2
200190,175,1,2746,208729,0,0,2025,8,25,0,20
200191,243,1,302,5425,0,0,2025,8,17,6,11
200192,480,1,1631,8735,1,0,2025,8,19,1,13
200193,189,1,2008,4133,0,0,2025,8,2,5,18
200194,654,1,2671,3488,3,0,2025,8,11,0,7
200195,423,1,730,20389,2,0,2025,8,23,5,16
200196,102,1,507,15459,2,0,2025,8,18,0,9
200197,774,1,2556,11966,0,0,2025,8,23,5,15
200198,609,1,2245,262690,0,0,2025,8,5,1,13
200199,599,1,902,12215,2,0,2025,8,3,6,18
200200,439,1,455,283092,1,0,2025,8,16,5,11
200201,345,0,746,20015,0,0,2025,8,5,1,20
200202,706,1,2178,19922,0,0,2025,8,20,2,10
200203,397,1,2296,8055,0,0,2025,8,25,0,10
200204,459,1,2103,73151,3,0,2025,8,2,5,8
200205,524,1,883,5040,3,0,2025,8,18,0,4
200206,179,1,2257,249301,3,1,2025,8,22,4,2
200207,325,1,1975,4534,0,0,2025,8,25,0,15
200208,161,1,188,13177,3,0,2025,8,21,3,8
200209,741,0,68,22083,0,0,2025,8,7,3,4
200210,762,0,1250,8796,3,0,2025,8,3,6,23
200211,216,1,2193,2264,3,0,2025,8,17,6,23
200212,541,1,2198,5534,3,0,2025,8,8,4,12
200213,184,1,2109,12034,0,0,2025,8,23,5,9
200214,481,1,1628,7427,2,0,2025,8,20,2,17
200215,530,1,1505,124465,0,1,2025,8,8,4,21
200216,483,1,890,13865,0,0,2025,8,10,6,15
200217,364,0,932,4220,0,0,2025,8,10,6,23
200218,342,1,356,191220,0,0,2025,8,16,5,17
200219,794,1,152,45566,0,0,2025,8,21,3,18
200220,693,1,1727,13894,3,0,2025,8,18,0,8
200221,300,1,1437,5806,0,0,2025,8,10,6,13
200222,786,1,29,296549,1,0,2025,8,1,4,7
200223,257,1,558,6532,3,0,2025,8,12,1,3
200224,596,1,46,4204,2,0,2025,8,14,3,14
200225,164,1,2992,4695,0,0,2025,8,6,2,16
200226,172,1,1155,6670,1,0,2025,8,22,4,18
200227,365,1,14,14864,3,0,2025,8,22,4,8
200228,223,1,2119,4489,0,0,2025,8,20,2,22
200229,358,1,2236,3500,3,0,2025,8,6,2,17
200230,601,1,342,3125,0,0,2025,8,11,0,9
200231,108,1,71,4529,1,0,2025,8,14,3,8
200232,357,1,1963,15680,1,0,2025,8,21,3,17
200233,149,1,2062,7791,3,0,2025,8,13,2,20
200234,105,1,973,5225,3,0,2025,8,11,0,11
200235,604,1,1018,8148,3,0,2025,8,6,2,21
200236,216,1,752,284352,3,0,2025,8,18,0,10
200237,227,1,1050,78086,3,0,2025,8,12,1,0
200238,454,1,769,16129,2,1,2025,8,9,5,11
200239,371,1,2787,3086,1,0,2025,8,11,0,16
200240,657,1,1582,2541,0,0,2025,8,17,6,3
200241,680,1,359,4373,2,0,2025,8,16,5,11
200242,547,0,1356,12433,3,0,2025,8,8,4,13
200243,183,0,840,14464,0,1,2025,8,21,3,12
200244,709,1,2252,9562,3,0,2025,8,4,0,1
200245,431,1,322,4200,1,0,2025,8,16,5,8
200246,266,1,2269,5294,3,0,2025,8,9,5,2
200247,341,1,888,10626,0,0,2025,8,23,5,23
200248,737,0,1401,8931,1,1,2025,8,20,2,9
200249,408,1,1316,41062,3,1,2025,8,23,5,22
200250,632,1,1325,4028,1,0,2025,8,8,4,17
200251,642,1,2892,203537,3,0,2025,8,3,6,16
200252,691,1,265,7077,3,0,2025,8,11,0,21
200253,700,1,1083,35048,1,0,2025,8,15,4,1
200254,570,1,2211,29670,3,0,2025,8,16,5,18
200255,657,1,724,19605,2,0,2025,8,19,1,12
200256,143,1,1211,283710,1,1,2025,8,22,4,1
200257,784,1,1557,133139,3,0,2025,8,20,2,3
200258,481,1,307,5735,1,0,2025,8,20,2,9
200259,320,1,999,8114,3,0,2025,8,14,3,5
200260,422,1,1428,6721,1,1,2025,8,14,3,21
200261,476,1,2981,98866,0,0,2025,8,9,5,22
200262,337,1,1865,201044,0,1,2025,8,10,6,15
200263,498,1,2396,4332,0,0,2025,8,16,5,0
200264,674,1,1425,7132,0,0,2025,8,18,0,7
200265,207,1,2391,5954,3,0,2025,8,12,1,16
200266,673,0,730,9313,0,0,2025,8,25,0,11
200267,540,1,332,1225,1,0,2025,8,15,4,8
200268,743,1,2320,285036,0,0,2025,8,24,6,8
200269,335,0,1491,7987,0,0,2025,8,15,4,5
200270,601,1,16,170914,3,0,2025,8,14,3,18
200271,636,1,20,2355,3,0,2025,8,24,6,23
200272,477,1,725,6845,3,0,2025,8,15,4,13
200273,555,0,1040,10785,3,0,2025,8,18,0,15
200274,223,1,203,15349,2,0,2025,8,17,6,8
200275,683,1,2652,259437,2,0,2025,8,16,5,17
200276,262,1,2789,233171,0,0,2025,8,10,6,5
200277,464,1,2498,43848,3,0,2025,8,15,4,0
200278,511,0,527,9241,3,1,2025,8,21,3,22
200279,497,1,2724,4827,0,0,2025,8,11,0,1
200280,518,1,1567,5874,2,0,2025,8,11,0,20
200281,491,1,2175,294174,1,0,2025,8,18,0,6
200282,424,1,1666,9519,3,0,2025,8,3,6,8
200283,522,0,1815,8660,3,0,2025,8,5,1,20
200284,736,1,2856,280221,1,0,2025,8,9,5,16
200285,558,1,96,24488,0,0,2025,8,21,3,7
200286,649,1,2004,7599,3,0,2025,8,8,4,4
200287,478,1,2054,54564,3,0,2025,8,8,4,10
200288,319,0,2477,177836,0,1,2025,8,2,5,10
200289,787,0,2537,26653,0,0,2025,8,19,1,8
200290,255,1,465,12730,1,0,2025,8,17,6,23
200291,547,1,2418,5839,0,0,2025,8,14,3,18
200292,477,1,2223,5772,0,0,2025,8,3,6,15
200293,257,0,2908,6948,0,1,2025,8,1,4,19
200294,370,1,943,225017,3,1,2025,8,7,3,16
200295,642,1,2823,7759,1,0,2025,8,19,1,2
200296,353,1,1922,6861,0,0,2025,8,15,4,23
200297,367,1,72,6492,0,0,2025,8,24,6,1
200298,157,1,1542,12765,0,0,2025,8,4,0,20
200299,622,0,2938,8979,0,0,2025,8,1,4,16
200300,547,1,563,85887,3,0,2025,8,19,1,16
200301,705,1,104,3740,0,0,2025,8,3,6,22
200302,686,0,159,7439,3,1,2025,8,5,1,14
200303,442,1,2868,10162,0,0,2025,8,13,2,17
200304,462,1,1326,2983,1,0,2025,8,14,3,10
200305,131,1,2285,7438,0,0,2025,8,13,2,4
200306,784,1,196,12112,0,0,2025,8,1,4,13
200307,106,1,2737,2967,3,0,2025,8,6,2,13
200308,425,1,2689,20628,0,0,2025,8,16,5,9
200309,743,1,1611,15559,3,1,2025,8,13,2,13
200310,482,1,1290,39055,0,0,2025,8,16,5,15
200311,505,1,1219,9470,3,0,2025,8,7,3,0
200312,496,1,2177,5239,0,0,2025,8,22,4,13
200313,497,1,684,6309,0,0,2025,8,23,5,15
200314,356,0,1915,39633,3,0,2025,8,16,5,4
200315,219,1,632,8315,0,0,2025,8,25,0,12
200316,685,0,2608,6858,3,1,2025,8,11,0,14
200317,497,0,484,15458,3,1,2025,8,18,0,7
200318,171,1,2009,19776,3,0,2025,8,17,6,21
200319,446,0,2894,13371,0,1,2025,8,13,2,5
200320,791,1,1481,7384,1,0,2025,8,3,6,15
200321,189,1,2796,4618,2,0,2025,8,25,0,13
200322,706,1,697,3336,0,0,2025,8,8,4,4
200323,276,1,526,7614,3,0,2025,8,24,6,23
200324,716,1,2410,291854,0,0,2025,8,19,1,12
200325,123,1,2138,3567,0,0,2025,8,3,6,1
200326,588,1,2420,5845,1,0,2025,8,23,5,8
200327,402,1,2921,9302,2,0,2025,8,17,6,6
200328,135,1,2609,191216,3,0,2025,8,8,4,22
200329,469,1,157,4865,3,0,2025,8,8,4,6
200330,440,0,2759,7886,3,1,2025,8,22,4,9
200331,596,1,2246,12979,3,0,2025,8,20,2,12
200332,713,1,832,1113,0,0,2025,8,7,3,2
200333,576,1,1276,5942,1,0,2025,8,9,5,15
200334,609,1,2065,11225,0,0,2025,8,15,4,9
200335,195,1,2742,214496,3,1,2025,8,24,6,17
200336,470,1,2525,18084,0,0,2025,8,20,2,17
200337,608,1,1345,56855,2,1,2025,8,24,6,0
200338,232,1,440,203633,1,1,2025,8,13,2,4
200339,650,0,1529,5296,0,0,2025,8,15,4,11
200340,180,1,400,11365,0,0,2025,8,22,4,18
200341,710,1,1768,9795,3,0,2025,8,13,2,9
200342,521,1,298,1785,3,0,2025,8,24,6,12
200343,197,0,712,10485,3,0,2025,8,14,3,12
200344,398,1,563,30229,3,0,2025,8,24,6,11
200345,552,1,1679,2947,0,0,2025,8,10,6,15
200346,371,1,1917,4947,0,0,2025,8,15,4,2
200347,502,1,2375,6779,3,0,2025,8,22,4,1
200348,129,1,1302,11742,2,0,2025,8,2,5,17
200349,576,1,825,166955,1,1,2025,8,25,0,5
200350,559,1,473,10602,0,0,2025,8,2,5,2
200351,168,1,951,7661,0,0,2025,8,20,2,21
200352,479,1,2395,5515,3,0,2025,8,16,5,18
200353,596,1,2124,130282,1,0,2025,8,5,1,15
200354,263,0,1273,13017,0,0,2025,8,14,3,11
200355,306,0,2497,7459,2,1,2025,8,25,0,14
200356,588,1,2528,4396,2,0,2025,8,13,2,18
200357,448,1,178,122854,0,1,2025,8,14,3,10
200358,622,1,2575,238050,0,1,2025,8,5,1,22
200359,152,1,1961,4869,3,0,2025,8,3,6,7
200360,438,0,1854,14924,0,0,2025,8,8,4,12
200361,242,1,155,4607,3,0,2025,8,22,4,2
200362,430,1,330,9028,3,0,2025,8,4,0,4
200363,225,1,1154,4117,3,0,2025,8,8,4,20
200364,775,1,2508,6157,3,0,2025,8,7,3,10
200365,157,1,2841,9099,0,0,2025,8,20,2,7
200366,663,1,2990,11981,0,0,2025,8,5,1,20
200367,134,1,422,8919,0,0,2025,8,14,3,21
200368,591,0,2713,3283,3,0,2025,8,4,0,11
200369,743,0,361,8879,1,1,2025,8,21,3,13
200370,309,1,2463,27169,0,0,2025,8,15,4,7
200371,611,1,1278,5826,0,0,2025,8,20,2,23
200372,652,1,1669,10275,3,0,2025,8,11,0,15
200373,127,1,419,6164,0,0,2025,8,1,4,0
200374,411,1,2783,5688,3,0,2025,8,8,4,14
200375,677,1,2353,40449,3,0,2025,8,19,1,23
200376,562,0,1807,9511,0,1,2025,8,10,6,19
200377,305,1,655,7273,0,0,2025,8,4,0,18
200378,163,0,1405,12930,0,0,2025,8,3,6,23
200379,475,1,2459,15178,3,0,2025,8,16,5,21
200380,544,0,517,9051,1,0,2025,8,18,0,22
200381,797,1,255,8743,3,0,2025,8,22,4,21
200382,566,0,248,7829,0,0,2025,8,17,6,9
200383,206,1,831,5405,0,0,2025,8,22,4,9
200384,260,0,301,2363,0,0,2025,8,3,6,22
200385,600,1,2602,10672,3,0,2025,8,20,2,15
200386,586,1,2261,3044,2,0,2025,8,18,0,23
200387,398,1,1263,24483,1,0,2025,8,13,2,18
200388,689,1,1539,8912,0,0,2025,8,2,5,1
200389,495,1,1245,7410,3,0,2025,8,16,5,6
200390,642,1,1242,12432,0,0,2025,8,12,1,8
200391,116,1,808,4197,3,0,2025,8,4,0,9
200392,667,1,477,4346,0,0,2025,8,23,5,9
200393,628,1,208,19029,3,0,2025,8,11,0,2
200394,216,1,74,21800,0,0,2025,8,18,0,12
200395,207,1,2488,140201,3,0,2025,8,4,0,3
200396,742,0,2482,59594,0,0,2025,8,24,6,9
200397,370,0,826,36338,0,0,2025,8,3,6,23
200398,568,1,1911,231445,3,0,2025,8,18,0,23
200399,135,1,2844,33874,0,0,2025,8,21,3,17
200400,196,1,125,231147,0,0,2025,8,3,6,10
200401,620,1,1083,13182,3,0,2025,8,10,6,9
200402,348,1,1608,8707,3,0,2025,8,23,5,16
200403,553,1,2391,127400,3,0,2025,8,7,3,13
200404,251,0,1227,158179,2,0,2025,8,17,6,5
200405,778,1,958,219420,3,0,2025,8,25,0,6
200406,364,1,1585,5058,2,0,2025,8,21,3,9
200407,696,1,1303,4396,1,1,2025,8,16,5,0
200408,513,1,331,8362,0,0,2025,8,17,6,11
200409,416,0,852,48457,3,0,2025,8,23,5,21
200410,278,0,2165,5414,0,0,2025,8,5,1,14
200411,416,1,643,6981,3,0,2025,8,21,3,7
200412,625,1,1773,15625,0,0,2025,8,14,3,9
200413,753,1,1961,38042,0,0,2025,8,12,1,22
200414,302,1,1432,4465,1,0,2025,8,17,6,18
200415,199,1,2160,5209,3,0,2025,8,16,5,18
200416,491,1,2142,91245,0,0,2025,8,25,0,19
200417,710,1,2101,53379,3,0,2025,8,12,1,8
200418,196,1,1047,5072,0,0,2025,8,5,1,17
200419,135,1,2682,9224,3,0,2025,8,15,4,4
200420,660,1,1881,5719,1,0,2025,8,10,6,3
200421,101,1,1358,9384,0,0,2025,8,17,6,2
200422,341,1,2887,10863,0,0,2025,8,7,3,3
200423,412,1,2972,13458,3,0,2025,8,23,5,8
200424,187,1,312,9573,0,0,2025,8,23,5,4
200425,628,1,383,31834,0,0,2025,8,3,6,13
200426,680,1,513,3320,3,0,2025,8,7,3,5
200427,733,1,1516,6001,0,0,2025,8,7,3,17
200428,250,1,280,22118,3,0,2025,8,24,6,0
200429,247,1,2160,3399,1,0,2025,8,17,6,11
200430,136,1,1805,205110,3,1,2025,8,20,2,16
200431,476,1,2610,262845,3,0,2025,8,10,6,3
200432,780,1,603,6433,3,0,2025,8,24,6,13
200433,156,1,23,9628,3,0,2025,8,19,1,12
200434,728,1,78,3013,0,0,2025,8,12,1,18
200435,152,1,671,291314,0,0,2025,8,9,5,20
200436,216,1,2583,4743,3,0,2025,8,8,4,0
200437,294,1,718,47518,0,0,2025,8,17,6,11
200438,730,1,894,5548,0,0,2025,8,5,1,4
200439,538,1,734,6646,3,0,2025,8,20,2,21
200440,171,1,821,4260,3,0,2025,8,13,2,13
200441,589,1,2678,7267,3,0,2025,8,24,6,12
200442,212,1,765,53948,3,0,2025,8,4,0,1
200443,128,1,819,11711,2,0,2025,8,22,4,11
200444,262,1,1040,46011,3,0,2025,8,7,3,9
200445,291,1,295,5504,3,0,2025,8,21,3,18
200446,410,1,36,11728,3,1,2025,8,23,5,3
200447,139,0,1342,59405,3,0,2025,8,14,3,1
200448,686,0,2664,10616,3,1,2025,8,9,5,18
200449,584,1,2567,6940,3,0,2025,8,4,0,15
200450,162,1,302,13016,0,0,2025,8,1,4,21
200451,746,1,216,297567,3,0,2025,8,20,2,9
200452,294,0,983,3866,2,0,2025,8,18,0,4
200453,202,1,1209,5281,0,0,2025,8,16,5,19
200454,660,1,670,17858,0,0,2025,8,9,5,21
200455,160,1,1140,8089,3,0,2025,8,21,3,11
200456,672,1,2871,98466,0,0,2025,8,25,0,22
200457,633,1,1850,2428,0,0,2025,8,22,4,8
200458,177,1,1915,11524,0,1,2025,8,11,0,17
200459,630,1,1054,251256,1,0,2025,8,3,6,12
200460,794,1,2476,7397,0,0,2025,8,11,0,10
200461,656,1,832,11241,3,0,2025,8,9,5,6
200462,361,1,2069,7110,3,0,2025,8,24,6,9
200463,587,1,2503,219388,0,1,2025,8,24,6,19
200464,691,1,2590,185061,3,0,2025,8,13,2,18
200465,205,1,288,4898,2,0,2025,8,20,2,9
200466,652,1,2323,3517,1,0,2025,8,11,0,8
200467,116,1,1052,216774,0,0,2025,8,7,3,22
200468,349,1,861,4874,0,0,2025,8,6,2,20
200469,649,1,765,10536,3,0,2025,8,18,0,4
200470,673,0,318,11629,1,1,2025,8,14,3,19
200471,192,1,296,14774,0,0,2025,8,25,0,8
200472,718,1,1421,8736,3,0,2025,8,12,1,10
200473,130,1,2912,4986,3,0,2025,8,15,4,20
200474,505,1,2521,18275,3,0,2025,8,14,3,3
200475,709,1,218,7650,0,0,2025,8,9,5,3
200476,747,1,2575,4531,2,0,2025,8,22,4,6
200477,240,1,2406,57175,3,0,2025,8,10,6,17
200478,726,1,2625,11254,3,0,2025,8,22,4,21
200479,158,0,2254,3147,0,0,2025,8,25,0,1
200480,521,0,2599,11676,0,1,2025,8,10,6,20
200481,517,1,517,3979,3,0,2025,8,21,3,4
200482,568,1,1530,17835,3,0,2025,8,20,2,21
200483,403,1,406,3046,0,0,2025,8,2,5,14
200484,789,1,1298,4289,0,0,2025,8,3,6,21
200485,777,0,2622,202280,0,0,2025,8,2,5,20
200486,390,1,257,5645,3,0,2025,8,16,5,13
200487,346,0,2297,7885,3,0,2025,8,20,2,20
200488,205,1,447,41626,0,0,2025,8,22,4,7
200489,495,1,597,23091,3,0,2025,8,19,1,14
200490,792,0,934,37661,2,0,2025,8,9,5,13
200491,656,1,1992,17294,0,0,2025,8,5,1,15
200492,690,1,1190,8447,3,0,2025,8,8,4,10
200493,406,1,836,299783,1,0,2025,8,1,4,22
200494,316,1,1728,207390,3,0,2025,8,16,5,4
200495,445,1,2552,230637,0,0,2025,8,12,1,17
200496,753,1,1840,9209,2,0,2025,8,16,5,13
200497,517,1,2749,20964,0,0,2025,8,18,0,0
200498,368,1,1480,31910,1,0,2025,8,19,1,10
200499,393,1,343,66154,0,1,2025,8,4,0,2
200500,131,1,1451,7527,0,0,2025,8,6,2,18
200501,221,0,2596,5364,0,0,2025,8,18,0,1
