customer_id,kyc_verified,account_age_days,transaction_amount,channel_encoded,hour_of_day,day_of_week,is_night_txn,is_high_amount_transaction,high_amount_night_txn,new_customer_high_amount,kyc_low_age_txn,is_weekend_txn,is_holiday_txn
CUST_432,1,961,11340,1,17,3,0,0,0,0,0,0,0
CUST_323,0,382,3381,1,6,0,1,0,0,0,0,0,0
CUST_748,1,2623,15063,3,1,4,1,0,0,0,0,0,1
CUST_657,1,1910,10783,0,10,0,0,0,0,0,0,0,0
CUST_762,1,2915,118000,0,15,1,0,1,0,0,0,0,0
CUST_125,1,174,24069,3,1,5,1,0,0,0,0,1,0
CUST_121,1,427,22502,3,4,3,1,0,0,0,0,0,0
CUST_229,1,588,17677,3,10,1,0,0,0,0,0,0,0
CUST_602,1,1142,6474,1,22,1,0,0,0,0,0,0,0
CUST_459,1,1866,25630,1,0,0,1,0,0,0,0,0,0
CUST_254,0,591,21322,3,18,3,0,0,0,0,0,0,0
CUST_422,0,105,174814,1,18,1,0,1,0,1,1,0,0
CUST_485,1,2590,144599,3,14,3,0,1,0,0,0,0,0
CUST_420,1,827,34410,3,23,6,0,0,0,0,0,1,0
CUST_204,1,591,5450,3,17,1,0,0,0,0,0,0,0
CUST_613,1,2772,166217,0,11,3,0,1,0,0,0,0,0
CUST_686,0,2664,10616,3,18,5,0,0,0,0,0,1,0
CUST_607,1,920,35309,3,10,6,0,0,0,0,0,1,0
CUST_534,0,2514,7165,3,5,0,1,0,0,0,0,0,0
CUST_411,1,1851,203620,3,12,0,0,1,0,0,0,0,0
CUST_780,1,1980,7467,1,20,5,0,0,0,0,0,1,0
CUST_337,0,1468,6021,1,9,2,0,0,0,0,0,0,0
CUST_762,1,2055,6215,3,14,4,0,0,0,0,0,0,0
CUST_128,1,2817,111761,2,13,5,0,1,0,0,0,1,0
CUST_160,1,2243,8786,2,21,1,0,0,0,0,0,0,0
CUST_287,1,1879,91539,1,0,1,1,1,1,0,0,0,0
CUST_662,1,1094,290970,1,19,0,0,1,0,0,0,0,0
CUST_734,0,445,6681,1,23,6,0,0,0,0,0,1,0
CUST_387,1,2141,2585,1,1,1,1,0,0,0,0,0,0
CUST_522,1,2439,211389,3,5,4,1,1,1,0,0,0,0
CUST_585,1,1245,30998,1,18,5,0,0,0,0,0,1,0
CUST_412,1,19,7589,2,19,1,0,0,0,0,0,0,0
CUST_681,1,2640,4220,3,10,0,0,0,0,0,0,0,0
CUST_446,1,1852,11698,2,8,2,0,0,0,0,0,0,0
CUST_610,0,2092,4039,3,14,5,0,0,0,0,0,1,0
CUST_153,1,909,4330,2,17,6,0,0,0,0,0,1,0
CUST_507,1,1391,11856,2,21,5,0,0,0,0,0,1,0
CUST_537,1,628,89191,3,19,5,0,1,0,0,0,1,0
CUST_134,1,2533,228496,1,21,5,0,1,0,0,0,1,0
CUST_663,1,2608,5470,0,1,5,1,0,0,0,0,1,0
CUST_247,1,2160,3399,2,11,6,0,0,0,0,0,1,0
CUST_401,1,2576,10129,2,2,5,1,0,0,0,0,1,0
CUST_298,1,2717,18019,1,5,4,1,0,0,0,0,0,0
CUST_139,1,899,56136,1,7,1,0,1,0,0,0,0,0
CUST_666,1,616,147296,3,3,4,1,1,1,0,0,0,0
CUST_136,1,273,260260,3,4,5,1,1,1,0,0,1,0
CUST_111,1,2842,3110,2,9,0,0,0,0,0,0,0,0
CUST_299,1,851,4667,2,3,2,1,0,0,0,0,0,0
CUST_161,1,2596,13565,1,2,4,1,0,0,0,0,0,0
CUST_682,1,2360,7804,1,19,6,0,0,0,0,0,1,0
CUST_192,1,2289,13707,3,4,3,1,0,0,0,0,0,0
CUST_475,1,2328,6351,3,12,2,0,0,0,0,0,0,0
CUST_234,1,2096,9709,2,6,5,1,0,0,0,0,1,0
CUST_690,1,1190,8447,3,10,4,0,0,0,0,0,0,0
CUST_270,1,1085,6742,1,12,4,0,0,0,0,0,0,0
CUST_498,1,128,19888,1,23,4,0,0,0,0,0,0,1
CUST_616,1,1652,88364,3,4,4,1,1,1,0,0,0,0
CUST_716,0,729,3097,2,8,4,0,0,0,0,0,0,0
CUST_588,1,2723,11639,2,15,4,0,0,0,0,0,0,0
CUST_161,1,1744,13665,1,10,2,0,0,0,0,0,0,0
CUST_492,0,174,3945,3,19,5,0,0,0,0,0,1,0
CUST_387,1,2697,20536,3,17,2,0,0,0,0,0,0,0
CUST_674,0,1593,19224,3,19,0,0,0,0,0,0,0,0
CUST_773,1,917,217703,3,11,4,0,1,0,0,0,0,1
CUST_243,1,2419,10160,3,1,5,1,0,0,0,0,1,0
CUST_564,0,507,15599,2,0,1,1,0,0,0,0,0,0
CUST_300,0,232,3344,3,1,1,1,0,0,0,0,0,0
CUST_273,1,2774,2729,3,0,3,1,0,0,0,0,0,0
CUST_440,1,585,11903,3,11,6,0,0,0,0,0,1,0
CUST_105,1,973,5225,3,11,0,0,0,0,0,0,0,0
CUST_571,1,1382,9896,2,6,1,1,0,0,0,0,0,0
CUST_104,1,627,4198,3,15,6,0,0,0,0,0,1,0
CUST_764,1,999,114712,3,8,5,0,1,0,0,0,1,0
CUST_536,1,1099,137121,1,9,4,0,1,0,0,0,0,1
CUST_573,0,2118,13408,3,12,4,0,0,0,0,0,0,0
CUST_607,1,537,13027,1,23,4,0,0,0,0,0,0,0
CUST_752,1,2425,34103,1,3,1,1,0,0,0,0,0,0
CUST_603,1,1850,12733,2,6,5,1,0,0,0,0,1,0
CUST_241,1,1728,18277,1,14,1,0,0,0,0,0,0,0
CUST_419,1,2230,16714,2,16,1,0,0,0,0,0,0,0
CUST_174,1,2333,10160,1,17,6,0,0,0,0,0,1,0
CUST_150,1,47,16088,1,15,5,0,0,0,0,0,1,0
CUST_203,1,2368,14991,1,13,4,0,0,0,0,0,0,0
CUST_394,1,2694,4095,3,2,5,1,0,0,0,0,1,0
CUST_636,0,458,6801,3,23,3,0,0,0,0,0,0,0
CUST_244,1,1094,8202,1,4,6,1,0,0,0,0,1,0
CUST_194,1,2148,6839,3,12,0,0,0,0,0,0,0,0
CUST_140,1,239,6290,3,8,2,0,0,0,0,0,0,0
CUST_545,1,1983,7978,2,14,3,0,0,0,0,0,0,0
CUST_683,1,2655,6621,1,11,5,0,0,0,0,0,1,0
CUST_189,1,913,16159,3,19,2,0,0,0,0,0,0,0
CUST_405,1,2947,3925,3,20,1,0,0,0,0,0,0,0
CUST_134,1,1394,1776,1,5,0,1,0,0,0,0,0,0
CUST_744,1,772,2783,2,15,3,0,0,0,0,0,0,0
CUST_693,1,1727,13894,3,8,0,0,0,0,0,0,0,0
CUST_546,1,2944,6653,2,7,0,0,0,0,0,0,0,0
CUST_406,1,1330,17177,0,7,4,0,0,0,0,0,0,0
CUST_286,0,686,22132,0,16,0,0,0,0,0,0,0,0
CUST_310,1,356,121614,3,21,2,0,1,0,0,0,0,0
CUST_104,1,2451,11130,3,2,3,1,0,0,0,0,0,0
CUST_709,1,1221,7116,0,16,6,0,0,0,0,0,1,0
CUST_437,1,1574,9940,2,20,6,0,0,0,0,0,1,0
CUST_745,1,2724,77350,1,8,0,0,1,0,0,0,0,0
CUST_430,1,330,9028,3,4,0,1,0,0,0,0,0,0
CUST_179,0,2638,8900,3,11,3,0,0,0,0,0,0,0
CUST_696,1,1303,4396,2,0,5,1,0,0,0,0,1,0
CUST_393,1,2578,4199,3,21,6,0,0,0,0,0,1,0
CUST_310,1,1248,12797,3,1,3,1,0,0,0,0,0,0
CUST_242,1,2618,8334,1,23,3,0,0,0,0,0,0,0
CUST_222,1,1824,14311,3,6,5,1,0,0,0,0,1,0
CUST_266,1,1019,19907,2,22,6,0,0,0,0,0,1,0
CUST_221,1,2943,61014,2,7,4,0,1,0,0,0,0,0
CUST_348,1,1798,11175,2,6,0,1,0,0,0,0,0,0
CUST_656,1,1181,230228,0,4,0,1,1,1,0,0,0,0
CUST_261,1,1995,187069,3,1,3,1,1,1,0,0,0,0
CUST_166,1,2850,5498,1,13,0,0,0,0,0,0,0,0
CUST_416,1,1996,8821,2,11,0,0,0,0,0,0,0,0
CUST_676,1,702,63738,1,9,0,0,1,0,0,0,0,0
CUST_109,1,665,7598,1,10,4,0,0,0,0,0,0,0
CUST_776,1,1011,22768,1,23,6,0,0,0,0,0,1,0
CUST_125,1,1456,56065,2,15,4,0,1,0,0,0,0,1
CUST_516,0,1960,6331,1,9,4,0,0,0,0,0,0,1
CUST_764,1,2971,22480,1,1,4,1,0,0,0,0,0,0
CUST_114,0,836,5570,1,7,2,0,0,0,0,0,0,0
CUST_215,1,2744,219533,1,5,2,1,1,1,0,0,0,0
CUST_686,1,1850,2727,3,23,6,0,0,0,0,0,1,0
CUST_559,1,2444,2940,3,4,6,1,0,0,0,0,1,0
CUST_237,1,2645,4756,3,9,1,0,0,0,0,0,0,0
CUST_543,1,2851,32958,1,22,0,0,0,0,0,0,0,0
CUST_349,1,546,7195,3,23,3,0,0,0,0,0,0,0
CUST_303,1,913,5030,1,5,1,1,0,0,0,0,0,0
CUST_231,0,2999,11123,0,5,6,1,0,0,0,0,1,0
CUST_168,1,1666,297196,1,20,1,0,1,0,0,0,0,0
CUST_451,1,462,14017,3,19,2,0,0,0,0,0,0,0
CUST_593,1,1867,16538,0,4,6,1,0,0,0,0,1,0
CUST_420,1,118,15557,1,4,4,1,0,0,0,0,0,0
CUST_383,1,887,22972,1,2,0,1,0,0,0,0,0,0
CUST_469,0,2216,14520,2,0,4,1,0,0,0,0,0,1
CUST_662,1,1644,9388,1,10,1,0,0,0,0,0,0,0
CUST_621,1,2256,272514,3,4,0,1,1,1,0,0,0,0
CUST_192,1,296,14774,1,8,0,0,0,0,0,0,0,0
CUST_505,1,878,7038,2,20,3,0,0,0,0,0,0,0
CUST_136,1,297,7619,3,10,1,0,0,0,0,0,0,0
CUST_103,1,196,13074,3,6,3,1,0,0,0,0,0,0
CUST_303,1,1600,10713,1,1,2,1,0,0,0,0,0,0
CUST_714,1,2090,7256,3,16,3,0,0,0,0,0,0,0
CUST_456,1,1750,5121,1,16,6,0,0,0,0,0,1,0
CUST_531,1,29,7796,1,12,6,0,0,0,0,0,1,0
CUST_790,1,314,4830,3,7,1,0,0,0,0,0,0,0
CUST_596,1,649,4341,3,20,5,0,0,0,0,0,1,0
CUST_233,1,1582,3082,1,7,2,0,0,0,0,0,0,0
CUST_326,1,2791,6527,3,8,3,0,0,0,0,0,0,0
CUST_521,0,2599,11676,1,20,6,0,0,0,0,0,1,0
CUST_764,1,1616,8442,3,23,6,0,0,0,0,0,1,0
CUST_700,1,439,157582,1,5,0,1,1,1,0,0,0,0
CUST_489,0,431,14375,1,21,2,0,0,0,0,0,0,0
CUST_349,1,1531,6006,3,23,1,0,0,0,0,0,0,0
CUST_782,1,1114,29380,1,3,4,1,0,0,0,0,0,1
CUST_363,1,1216,8370,1,22,3,0,0,0,0,0,0,0
CUST_527,1,2007,220515,0,21,3,0,1,0,0,0,0,0
CUST_160,0,649,1817,1,3,0,1,0,0,0,0,0,0
CUST_644,1,1891,12858,1,12,6,0,0,0,0,0,1,0
CUST_607,1,2225,6172,2,1,3,1,0,0,0,0,0,0
CUST_778,1,2462,7369,1,7,1,0,0,0,0,0,0,0
CUST_243,1,1496,20534,2,3,0,1,0,0,0,0,0,0
CUST_596,1,368,9204,2,15,0,0,0,0,0,0,0,0
CUST_575,1,1252,4238,3,14,6,0,0,0,0,0,1,0
CUST_245,1,1361,5561,1,16,1,0,0,0,0,0,0,0
CUST_497,1,1907,239251,3,10,3,0,1,0,0,0,0,0
CUST_491,0,1064,206486,0,23,1,0,1,0,0,0,0,0
CUST_524,1,2552,224912,3,18,5,0,1,0,0,0,1,0
CUST_365,1,1575,8135,1,0,6,1,0,0,0,0,1,0
CUST_689,1,1539,8912,1,1,5,1,0,0,0,0,1,0
CUST_777,1,2344,9260,0,9,4,0,0,0,0,0,0,0
CUST_257,1,2671,52112,3,23,6,0,1,0,0,0,1,0
CUST_444,1,2895,2534,3,9,4,0,0,0,0,0,0,0
CUST_473,1,2918,7634,1,7,4,0,0,0,0,0,0,0
CUST_285,0,70,128930,2,3,4,1,1,1,1,1,0,1
CUST_289,1,2991,12601,1,0,3,1,0,0,0,0,0,0
CUST_684,1,2170,11671,3,11,4,0,0,0,0,0,0,0
CUST_169,1,1895,2489,1,15,0,0,0,0,0,0,0,0
CUST_782,1,51,8540,3,22,2,0,0,0,0,0,0,0
CUST_589,1,2018,88001,2,14,1,0,1,0,0,0,0,0
CUST_402,1,1065,9157,1,9,5,0,0,0,0,0,1,0
CUST_458,1,195,123093,2,14,1,0,1,0,0,0,0,0
CUST_653,1,58,5622,1,13,1,0,0,0,0,0,0,0
CUST_475,0,1488,17338,3,17,5,0,0,0,0,0,1,0
CUST_605,1,1601,12915,1,22,5,0,0,0,0,0,1,0
CUST_326,1,420,19750,1,3,4,1,0,0,0,0,0,0
CUST_661,1,1657,4597,1,14,3,0,0,0,0,0,0,0
CUST_414,0,2016,130576,2,19,6,0,1,0,0,0,1,0
CUST_388,1,1248,45823,3,20,3,0,0,0,0,0,0,0
CUST_244,1,711,241952,1,8,3,0,1,0,0,0,0,0
CUST_466,1,2573,8203,2,19,4,0,0,0,0,0,0,0
CUST_728,1,519,9314,1,23,6,0,0,0,0,0,1,0
CUST_229,0,2986,12564,3,23,6,0,0,0,0,0,1,0
CUST_212,0,2964,2451,2,10,4,0,0,0,0,0,0,1
CUST_206,1,1388,5532,1,15,3,0,0,0,0,0,0,0
CUST_633,1,1002,9191,1,14,6,0,0,0,0,0,1,0
CUST_430,1,478,113523,1,2,3,1,1,1,0,0,0,0
CUST_184,1,1645,5804,1,5,6,1,0,0,0,0,1,0
CUST_393,1,1890,280146,1,23,6,0,1,0,0,0,1,0
CUST_360,1,1313,15273,3,13,0,0,0,0,0,0,0,0
CUST_553,1,2391,127400,3,13,3,0,1,0,0,0,0,0
CUST_630,1,86,285487,1,3,0,1,1,1,1,0,0,0
CUST_422,0,135,3659,3,8,5,0,0,0,0,0,1,0
CUST_784,1,196,12112,1,13,4,0,0,0,0,0,0,0
CUST_109,1,2721,5334,3,13,5,0,0,0,0,0,1,0
CUST_768,1,306,20065,1,9,2,0,0,0,0,0,0,0
CUST_406,1,836,299783,2,22,4,0,1,0,0,0,0,0
CUST_587,1,542,4557,0,16,1,0,0,0,0,0,0,0
CUST_374,1,2603,88718,1,8,6,0,1,0,0,0,1,0
CUST_420,1,758,68600,1,11,1,0,1,0,0,0,0,0
CUST_366,1,745,2112,3,21,4,0,0,0,0,0,0,0
CUST_341,1,2887,10863,1,3,3,1,0,0,0,0,0,0
CUST_154,1,1780,8338,1,2,5,1,0,0,0,0,1,0
CUST_203,1,493,5541,1,11,5,0,0,0,0,0,1,0
CUST_344,1,2718,8133,1,17,4,0,0,0,0,0,0,0
CUST_357,0,759,10402,1,20,0,0,0,0,0,0,0,0
CUST_470,1,1973,128789,3,0,4,1,1,1,0,0,0,0
CUST_131,1,1451,7527,1,18,2,0,0,0,0,0,0,0
CUST_293,1,2337,5387,1,22,0,0,0,0,0,0,0,0
CUST_291,1,295,5504,3,18,3,0,0,0,0,0,0,0
CUST_152,1,1254,71634,1,4,0,1,1,1,0,0,0,0
CUST_538,1,1460,8852,1,23,5,0,0,0,0,0,1,0
CUST_787,0,2537,26653,1,8,1,0,0,0,0,0,0,0
CUST_381,1,2502,6957,1,18,0,0,0,0,0,0,0,0
CUST_384,1,1687,224048,0,8,5,0,1,0,0,0,1,0
CUST_671,1,1341,2195,1,10,2,0,0,0,0,0,0,0
CUST_313,0,1866,10383,1,0,0,1,0,0,0,0,0,0
CUST_475,1,2460,8279,1,15,0,0,0,0,0,0,0,0
CUST_726,1,2625,11254,3,21,4,0,0,0,0,0,0,0
CUST_180,1,1731,6029,3,23,2,0,0,0,0,0,0,0
CUST_407,1,1369,5398,1,21,6,0,0,0,0,0,1,0
CUST_202,1,1588,111386,1,4,1,1,1,1,0,0,0,0
CUST_157,1,382,199360,1,11,5,0,1,0,0,0,1,0
CUST_723,1,2425,36286,1,5,1,1,0,0,0,0,0,0
CUST_423,1,2743,13668,3,21,4,0,0,0,0,0,0,0
CUST_731,1,2867,15386,1,1,3,1,0,0,0,0,0,0
CUST_169,1,1245,8842,1,21,5,0,0,0,0,0,1,0
CUST_776,1,2336,8961,2,16,6,0,0,0,0,0,1,0
CUST_602,1,2378,5114,1,23,1,0,0,0,0,0,0,0
CUST_543,1,2431,9502,3,7,6,0,0,0,0,0,1,0
CUST_673,0,1205,10229,1,12,4,0,0,0,0,0,0,1
CUST_140,1,2998,11163,3,12,3,0,0,0,0,0,0,0
CUST_721,1,707,12322,1,4,4,1,0,0,0,0,0,0
CUST_453,1,352,147016,3,0,4,1,1,1,0,0,0,0
CUST_710,1,2083,213471,1,3,5,1,1,1,0,0,1,0
CUST_317,1,267,2547,2,22,2,0,0,0,0,0,0,0
CUST_470,1,2525,18084,1,17,2,0,0,0,0,0,0,0
CUST_593,1,2862,16003,3,8,5,0,0,0,0,0,1,0
CUST_497,1,684,6309,1,15,5,0,0,0,0,0,1,0
CUST_407,1,2234,8926,2,2,5,1,0,0,0,0,1,0
CUST_447,1,228,17609,0,21,3,0,0,0,0,0,0,0
CUST_430,1,1205,2985,3,3,3,1,0,0,0,0,0,0
CUST_685,1,538,12222,3,15,0,0,0,0,0,0,0,0
CUST_208,1,2949,298669,2,13,0,0,1,0,0,0,0,0
CUST_134,1,32,13686,3,12,5,0,0,0,0,0,1,0
CUST_127,1,419,6164,1,0,4,1,0,0,0,0,0,0
CUST_182,0,1780,10069,1,18,6,0,0,0,0,0,1,0
CUST_194,0,2103,13327,1,19,0,0,0,0,0,0,0,0
CUST_260,1,615,210286,3,2,3,1,1,1,0,0,0,0
CUST_513,0,2434,26469,1,3,2,1,0,0,0,0,0,0
CUST_615,1,2080,170686,3,0,2,1,1,1,0,0,0,0
CUST_637,0,1228,6405,1,20,1,0,0,0,0,0,0,0
CUST_741,0,1355,3130,2,23,0,0,0,0,0,0,0,0
CUST_542,1,2683,17521,2,20,0,0,0,0,0,0,0,0
CUST_454,1,1751,11475,3,12,3,0,0,0,0,0,0,0
CUST_525,1,396,38257,3,21,0,0,0,0,0,0,0,0
CUST_514,1,880,4523,1,21,2,0,0,0,0,0,0,0
CUST_483,0,2959,4737,3,12,3,0,0,0,0,0,0,0
CUST_388,1,1619,7366,0,15,4,0,0,0,0,0,0,0
CUST_151,1,514,12743,3,14,4,0,0,0,0,0,0,0
CUST_799,0,1021,4372,1,10,4,0,0,0,0,0,0,0
CUST_324,1,1553,3673,3,18,5,0,0,0,0,0,1,0
CUST_521,0,108,18899,1,5,6,1,0,0,0,0,1,0
CUST_791,1,1481,7384,2,15,6,0,0,0,0,0,1,0
CUST_738,1,2276,16030,3,3,6,1,0,0,0,0,1,0
CUST_227,1,1944,12361,3,2,5,1,0,0,0,0,1,0
CUST_437,1,2166,13844,1,23,3,0,0,0,0,0,0,0
CUST_126,1,647,8049,0,13,1,0,0,0,0,0,0,0
CUST_184,1,131,8322,1,8,6,0,0,0,0,0,1,0
CUST_330,1,2346,23132,1,9,6,0,0,0,0,0,1,0
CUST_480,1,991,152658,1,7,0,0,1,0,0,0,0,0
CUST_125,1,2840,5391,0,9,5,0,0,0,0,0,1,0
CUST_220,1,2597,3170,1,20,4,0,0,0,0,0,0,0
CUST_192,1,2862,2913,3,0,0,1,0,0,0,0,0,0
CUST_572,1,2142,283201,2,21,4,0,1,0,0,0,0,0
CUST_196,1,136,8617,2,20,4,0,0,0,0,0,0,0
CUST_689,1,918,62623,3,6,6,1,1,1,0,0,1,0
CUST_658,1,2908,7539,2,6,5,1,0,0,0,0,1,0
CUST_734,1,553,127101,3,3,3,1,1,1,0,0,0,0
CUST_196,1,2359,8604,3,16,0,0,0,0,0,0,0,0
CUST_602,1,502,93081,1,6,5,1,1,1,0,0,1,0
CUST_694,1,2419,8616,3,14,6,0,0,0,0,0,1,0
CUST_240,1,1719,2755,3,1,4,1,0,0,0,0,0,0
CUST_362,1,2038,5280,1,7,5,0,0,0,0,0,1,0
CUST_574,1,2919,4156,3,4,3,1,0,0,0,0,0,0
CUST_299,1,1289,9432,0,1,6,1,0,0,0,0,1,0
CUST_425,1,2763,265379,0,15,0,0,1,0,0,0,0,0
CUST_155,0,1970,8709,2,22,6,0,0,0,0,0,1,0
CUST_767,1,569,176286,1,2,1,1,1,1,0,0,0,0
CUST_494,1,1948,4647,1,4,4,1,0,0,0,0,0,0
CUST_223,1,2702,2379,3,6,6,1,0,0,0,0,1,0
CUST_536,0,73,6327,1,20,2,0,0,0,0,0,0,0
CUST_657,1,1896,9431,3,13,5,0,0,0,0,0,1,0
CUST_327,1,1933,11085,3,4,2,1,0,0,0,0,0,0
CUST_638,1,2190,5942,0,22,4,0,0,0,0,0,0,0
